recipe_title,ingredient_number,seq,token_name,pos,dep
Tzatziki,4,2,extravergine,ADJ,amod
Tzatziki,4,3,d',ADP,case
Tzatziki,4,4,oliva,NOUN,nmod
Tzatziki,4,5,20,NUM,nummod
Tzatziki,4,6,g,CCONJ,punct
Tzatziki,5,1,Aceto,NOUN,ROOT
Tzatziki,5,2,di,ADP,case
Tzatziki,5,3,vino,NOUN,nmod
Tzatziki,5,4,bianco,ADJ,amod
Tzatziki,5,5,10,NUM,nummod
Tzatziki,5,6,g,X,punct
Tzatziki,6,1,Sale,VERB,ROOT
Tzatziki,6,2,fino,ADP,case
Tzatziki,6,3,q.b,NOUN,nmod
Tzatziki,6,4,.,PUNCT,punct
Patate al forno,1,1,Patate,PROPN,ROOT
Patate al forno,1,2,(,PUNCT,punct
Patate al forno,1,3,a,ADP,case
Patate al forno,1,4,pasta,NOUN,nmod
Patate al forno,1,5,gialla,ADJ,amod
Patate al forno,1,6,),PUNCT,punct
Patate al forno,1,7,1,NUM,nummod
Patate al forno,1,8,kg,NOUN,nmod
Patate al forno,2,1,Rosmarino,PROPN,ROOT
Patate al forno,2,2,2,NUM,nummod
Patate al forno,2,3,rametti,NOUN,obj
Patate al forno,3,1,Aglio,NOUN,ROOT
Patate al forno,3,2,2,NUM,nummod
Patate al forno,3,3,spicchi,NOUN,ROOT
Patate al forno,4,1,Olio,PROPN,ROOT
Patate al forno,4,2,extravergine,ADJ,amod
Patate al forno,4,3,d',ADP,case
Patate al forno,4,4,oliva,NOUN,nmod
Patate al forno,4,5,30,NUM,nummod
Patate al forno,4,6,g,NOUN,punct
Patate al forno,5,1,Sale,VERB,ROOT
Patate al forno,5,2,fino,ADP,case
Patate al forno,5,3,q.b,NOUN,nmod
Patate al forno,5,4,.,PUNCT,punct
Patate al forno,6,1,Pepe,NOUN,ROOT
Patate al forno,6,2,nero,ADJ,amod
Patate al forno,6,3,q.b,SYM,fixed
Patate al forno,6,4,.,PUNCT,punct
Patate al forno,7,1,Timo,VERB,ROOT
Patate al forno,7,2,2,NUM,nummod
Patate al forno,7,3,rametti,NOUN,obj
Patate al forno,8,1,Olio,PROPN,ROOT
Patate al forno,8,2,extravergine,ADJ,amod
Patate al forno,8,3,d',ADP,case
Patate al forno,8,4,oliva,NOUN,nmod
Patate al forno,8,5,q.b,PROPN,flat:foreign
Patate al forno,8,6,.,PUNCT,punct
Involtini primavera,1,1,Sfoglie,PROPN,ROOT
Involtini primavera,1,2,per,ADP,case
Involtini primavera,1,3,involtini,NOUN,nmod
Involtini primavera,1,4,(,PUNCT,punct
Involtini primavera,1,5,da,ADP,case
Involtini primavera,1,6,"21,5",NUM,nummod
Involtini primavera,1,7,x,SYM,fixed
Involtini primavera,1,8,"21,5",NUM,flat
Involtini primavera,1,9,cm,NOUN,nmod
Involtini primavera,1,10,),PUNCT,punct
Involtini primavera,1,11,8,NUM,nummod
Involtini primavera,1,12,fogli,NOUN,conj
Involtini primavera,2,1,Cavolo,PROPN,nsubj
Involtini primavera,2,2,cappuccio,VERB,ROOT
Involtini primavera,2,3,qualità,NOUN,obj
Involtini primavera,2,4,"""",PUNCT,punct
Involtini primavera,2,5,cuore,NOUN,nmod
Involtini primavera,2,6,di,ADP,case
Involtini primavera,2,7,bue,NOUN,nmod
Involtini primavera,2,8,"""",PUNCT,punct
Involtini primavera,2,9,),PUNCT,punct
Involtini primavera,2,10,300,NUM,nummod
Involtini primavera,2,11,g,CCONJ,dep
Involtini primavera,3,1,Carote,NOUN,ROOT
Involtini primavera,3,2,60,NUM,nummod
Involtini primavera,3,3,g,X,punct
Involtini primavera,4,1,Cipolle,NOUN,ROOT
Involtini primavera,4,2,bianche,ADJ,amod
Involtini primavera,4,3,50,NUM,nummod
Involtini primavera,4,4,g,CCONJ,punct
Involtini primavera,5,1,Vino,NOUN,ROOT
Involtini primavera,5,2,di,ADP,case
Involtini primavera,5,3,riso,NOUN,nmod
Involtini primavera,5,4,30,NUM,nummod
Involtini primavera,5,5,g,NUM,punct
Involtini primavera,6,1,Olio,NOUN,ROOT
Involtini primavera,6,2,di,ADP,case
Involtini primavera,6,3,semi,NOUN,nmod
Involtini primavera,6,4,di,ADP,case
Involtini primavera,6,5,arachide,ADJ,nmod
Involtini primavera,6,6,q.b,NOUN,nmod
Involtini primavera,6,7,.,PUNCT,punct
Involtini primavera,7,1,Sale,VERB,ROOT
Involtini primavera,7,2,fino,ADP,case
Involtini primavera,7,3,q.b,NOUN,nmod
Involtini primavera,7,4,.,PUNCT,punct
Involtini primavera,8,1,Pepe,NOUN,ROOT
Involtini primavera,8,2,bianco,ADJ,amod
Involtini primavera,8,3,(,PUNCT,punct
Involtini primavera,8,4,o,CCONJ,cc
Involtini primavera,8,5,nero,ADJ,conj
Involtini primavera,8,6,),PUNCT,punct
Involtini primavera,8,7, ,SPACE,dep
Involtini primavera,8,8,q.b,NOUN,nmod
Involtini primavera,8,9,.,PUNCT,punct
Involtini primavera,9,1,Albumi,PROPN,ROOT
Involtini primavera,9,2,q.b,SYM,nummod
Involtini primavera,9,3,.,PUNCT,punct
Involtini primavera,10,1,Olio,NOUN,ROOT
Involtini primavera,10,2,di,ADP,case
Involtini primavera,10,3,semi,NOUN,nmod
Involtini primavera,10,4,di,ADP,case
Involtini primavera,10,5,arachide,NOUN,nmod
Involtini primavera,10,6,(,PUNCT,punct
Involtini primavera,10,7,o,CCONJ,cc
Involtini primavera,10,8,di,ADP,case
Involtini primavera,10,9,girasole,NOUN,nmod
Involtini primavera,10,10,),PUNCT,punct
Involtini primavera,10,11, ,SPACE,dep
Involtini primavera,10,12,q.b,NOUN,nmod
Involtini primavera,10,13,.,PUNCT,punct
Risotto con zucchine,1,1,Riso,NOUN,ROOT
Risotto con zucchine,1,2,Carnaroli,PROPN,flat:name
Risotto con zucchine,1,3,320,NUM,nummod
Risotto con zucchine,1,4,g,CCONJ,ROOT
Risotto con zucchine,2,1,Zucchine,PROPN,ROOT
Risotto con zucchine,2,2,350,NUM,nummod
Risotto con zucchine,2,3,g,CCONJ,punct
Risotto con zucchine,3,1,Brodo,NOUN,ROOT
Risotto con zucchine,3,2,vegetale,ADJ,amod
Risotto con zucchine,3,3,1,NUM,nummod
Risotto con zucchine,3,4,l,DET,punct
Risotto con zucchine,4,1,Cipolle,NOUN,ROOT
Risotto con zucchine,4,2,bianche,ADJ,amod
Risotto con zucchine,4,3,80,NUM,nummod
Risotto con zucchine,4,4,g,CCONJ,acl
Risotto con zucchine,5,1,Vino,NOUN,ROOT
Risotto con zucchine,5,2,bianco,ADJ,amod
Risotto con zucchine,5,3,100,NUM,amod
Risotto con zucchine,5,4,g,CCONJ,punct
Risotto con zucchine,6,1,Burro,PROPN,ROOT
Risotto con zucchine,6,2,50,NUM,flat:name
Risotto con zucchine,6,3,g,CCONJ,punct
Risotto con zucchine,7,1,Parmigiano,PROPN,ROOT
Risotto con zucchine,7,2,Reggiano,PROPN,flat:name
Risotto con zucchine,7,3,DOP,PROPN,flat:name
Risotto con zucchine,7,4,(,PUNCT,punct
Risotto con zucchine,7,5,da,ADP,mark
Risotto con zucchine,7,6,grattugiare,VERB,xcomp
Risotto con zucchine,7,7,),PUNCT,punct
Risotto con zucchine,7,8,70,NUM,flat:name
Risotto con zucchine,7,9,g,CCONJ,punct
Risotto con zucchine,8,1,Sale,VERB,ROOT
Risotto con zucchine,8,2,fino,ADP,case
Risotto con zucchine,8,3,q.b,NOUN,nmod
Risotto con zucchine,8,4,.,PUNCT,punct
Risotto con zucchine,9,1,Pepe,NOUN,ROOT
Risotto con zucchine,9,2,nero,ADJ,amod
Risotto con zucchine,9,3,q.b,SYM,fixed
Risotto con zucchine,9,4,.,PUNCT,punct
Risotto con zucchine,10,1,Olio,PROPN,ROOT
Risotto con zucchine,10,2,extravergine,ADJ,amod
Risotto con zucchine,10,3,d',ADP,case
Risotto con zucchine,10,4,oliva,NOUN,nmod
Risotto con zucchine,10,5,un,DET,det
Risotto con zucchine,10,6,filo,NOUN,nmod
Risotto con zucchine,11,1,Menta,DET,nmod
Risotto con zucchine,11,2,5,NUM,nummod
Risotto con zucchine,11,3,foglie,NOUN,ROOT
Torta della nonna,1,1,Farina,PROPN,ROOT
Torta della nonna,1,2,00,NUM,flat:name
Torta della nonna,1,3,500,NUM,flat:name
Torta della nonna,1,4,g,CCONJ,punct
Torta della nonna,2,1,Burro,PROPN,ROOT
Torta della nonna,2,2,morbido,ADJ,amod
Torta della nonna,2,3,250,NUM,flat:name
Torta della nonna,2,4,g,PROPN,flat:name
Torta della nonna,3,1,Zucchero,NOUN,ROOT
Torta della nonna,3,2,a,ADP,case
Torta della nonna,3,3,velo,VERB,advmod
Torta della nonna,3,4,150,NUM,obj
Torta della nonna,3,5,g,CCONJ,dep
Torta della nonna,4,1,Uova,PROPN,ROOT
Torta della nonna,4,2,(,PUNCT,punct
Torta della nonna,4,3,2,NUM,nummod
Torta della nonna,4,4,medie,NOUN,amod
Torta della nonna,4,5,),PUNCT,punct
Torta della nonna,4,6,110,NUM,nummod
Torta della nonna,4,7,g,X,punct
Torta della nonna,5,1,Scorza,NOUN,ROOT
Torta della nonna,5,2,di,ADP,case
Torta della nonna,5,3,limone,NOUN,nmod
Torta della nonna,5,4,non,ADV,advmod
Torta della nonna,5,5,trattato,VERB,acl
Torta della nonna,5,6,½,NOUN,nmod
Torta della nonna,6,1,Sale,VERB,ROOT
Torta della nonna,6,2,fino,ADP,case
Torta della nonna,6,3,1,NUM,nummod
Torta della nonna,6,4,pizzico,NOUN,amod
Torta della nonna,7,1,Lievito,VERB,ROOT
Torta della nonna,7,2,in,ADP,case
Torta della nonna,7,3,polvere,NOUN,obl
Torta della nonna,7,4,per,ADP,case
Torta della nonna,7,5,dolci,NOUN,nmod
Torta della nonna,7,6,4,NUM,nummod
Torta della nonna,7,7,g,NUM,dep
Torta della nonna,8,1,Latte,NOUN,ROOT
Torta della nonna,8,2,intero,ADJ,amod
Torta della nonna,8,3,500,NUM,amod
Torta della nonna,8,4,g,DET,punct
Torta della nonna,9,1,Zucchero,NOUN,ROOT
Torta della nonna,9,2,100,NUM,nummod
Torta della nonna,9,3,g,VERB,punct
Torta della nonna,10,1,Tuorli,VERB,ROOT
Torta della nonna,10,2,(,PUNCT,punct
Torta della nonna,10,3,circa,ADV,advmod
Torta della nonna,10,4,5,NUM,nummod
Torta della nonna,10,5,),PUNCT,punct
Torta della nonna,10,6,85,NUM,nummod
Torta della nonna,10,7,g,X,punct
Torta della nonna,11,1,Scorza,NOUN,ROOT
Torta della nonna,11,2,di,ADP,case
Torta della nonna,11,3,limone,NOUN,nmod
Torta della nonna,11,4,non,ADV,advmod
Torta della nonna,11,5,trattato,VERB,acl
Torta della nonna,11,6,½,NOUN,nmod
Torta della nonna,12,1,Amido,NOUN,ROOT
Torta della nonna,12,2,di,ADP,case
Torta della nonna,12,3,mais,NOUN,nmod
Torta della nonna,12,4,(,PUNCT,punct
Torta della nonna,12,5,maizena,PROPN,amod
Torta della nonna,12,6,),PUNCT,punct
Torta della nonna,12,7,25,NUM,nummod
Torta della nonna,12,8,g,CCONJ,fixed
Torta della nonna,13,1,Amido,NOUN,ROOT
Torta della nonna,13,2,di,ADP,case
Torta della nonna,13,3,riso,NOUN,nmod
Torta della nonna,13,4,20,NUM,nummod
Torta della nonna,13,5,g,CCONJ,punct
Torta della nonna,14,1,Pinoli,X,ROOT
Torta della nonna,14,2,40,NUM,nummod
Torta della nonna,14,3,g,X,flat:name
Torta della nonna,15,1,Zucchero,NOUN,ROOT
Torta della nonna,15,2,a,ADP,case
Torta della nonna,15,3,velo,NOUN,advmod
Torta della nonna,15,4,q.b,NOUN,obj
Torta della nonna,15,5,.,PUNCT,punct
Gateau di patate,1,1,Patate,NOUN,ROOT
Gateau di patate,1,2,gialle,ADP,case
Gateau di patate,1,3,vecchie,ADJ,amod
Gateau di patate,1,4,"1,5",NUM,nummod
Gateau di patate,1,5,kg,NOUN,nmod
Gateau di patate,2,1,Prosciutto,NOUN,ROOT
Gateau di patate,2,2,cotto,ADJ,amod
Gateau di patate,2,3,(,PUNCT,punct
Gateau di patate,2,4,una,DET,det
Gateau di patate,2,5,fetta,NOUN,nmod
Gateau di patate,2,6,spessa,ADJ,amod
Gateau di patate,2,7,),PUNCT,punct
Gateau di patate,2,8,250,NUM,nummod
Gateau di patate,2,9,g,CCONJ,acl
Gateau di patate,3,1,Mozzarella,NOUN,ROOT
Gateau di patate,3,2,di,ADP,case
Gateau di patate,3,3,bufala,NOUN,nmod
Gateau di patate,3,4,affumicata,ADJ,amod
Gateau di patate,3,5,(,PUNCT,punct
Gateau di patate,3,6,o,CCONJ,cc
Gateau di patate,3,7,provola,PROPN,conj
Gateau di patate,3,8,campana,ADJ,amod
Gateau di patate,3,9,),PUNCT,punct
Gateau di patate,3,10,250,NUM,ROOT
Gateau di patate,4,1,Parmigiano,PROPN,ROOT
Gateau di patate,4,2,Reggiano,PROPN,flat:name
Gateau di patate,4,3,DOP,PROPN,flat:name
Gateau di patate,4,4,(,PUNCT,punct
Gateau di patate,4,5,da,ADP,mark
Gateau di patate,4,6,grattugiare,VERB,xcomp
Gateau di patate,4,7,),PUNCT,punct
Gateau di patate,4,8,70,NUM,flat:name
Gateau di patate,4,9,g,CCONJ,punct
Gateau di patate,5,1,Uova,NOUN,ROOT
Gateau di patate,5,2,medie,ADJ,amod
Gateau di patate,5,3,3,NUM,nummod
Gateau di patate,6,1,Sale,VERB,ROOT
Gateau di patate,6,2,fino,ADP,case
Gateau di patate,6,3,q.b,NOUN,nmod
Gateau di patate,6,4,.,PUNCT,punct
Gateau di patate,7,1,Pepe,NOUN,ROOT
Gateau di patate,7,2,nero,ADJ,amod
Gateau di patate,7,3,q.b,SYM,fixed
Gateau di patate,7,4,.,PUNCT,punct
Gateau di patate,8,1,Pangrattato,VERB,ROOT
Gateau di patate,8,2,q.b,SYM,nummod
Gateau di patate,8,3,.,PUNCT,punct
Gateau di patate,9,1,Burro,PROPN,ROOT
Gateau di patate,9,2,q.b,NOUN,flat:name
Gateau di patate,9,3,.,PUNCT,punct
Polpette di zucchine,1,1,Zucchine,NOUN,ROOT
Polpette di zucchine,1,2,800,NUM,nummod
Polpette di zucchine,1,3,g,X,punct
Polpette di zucchine,2,1,Parmigiano,PROPN,ROOT
Polpette di zucchine,2,2,Reggiano,PROPN,flat:name
Polpette di zucchine,2,3,DOP,PROPN,flat:name
Polpette di zucchine,2,4,da,ADP,mark
Polpette di zucchine,2,5,grattugiare,VERB,acl
Polpette di zucchine,2,6,100,NUM,obj
Polpette di zucchine,2,7,g,CCONJ,punct
Polpette di zucchine,3,1,Ricotta,PROPN,nsubj
Polpette di zucchine,3,2,vaccina,VERB,ROOT
Polpette di zucchine,3,3,80,NUM,obj
Polpette di zucchine,3,4,g,CCONJ,dep
Polpette di zucchine,4,1,Pangrattato,VERB,ROOT
Polpette di zucchine,4,2,30,NUM,nummod
Polpette di zucchine,4,3,g,NUM,punct
Polpette di zucchine,5,1,Uova,NOUN,ROOT
Polpette di zucchine,5,2,1,NUM,nummod
Polpette di zucchine,6,1,Timo,VERB,ROOT
Polpette di zucchine,6,2,q.b,PROPN,dep
Polpette di zucchine,6,3,.,PUNCT,punct
Polpette di zucchine,7,1,Sale,VERB,ROOT
Polpette di zucchine,7,2,fino,ADP,case
Polpette di zucchine,7,3,q.b,NOUN,nmod
Polpette di zucchine,7,4,.,PUNCT,punct
Polpette di zucchine,8,1,Pepe,NOUN,ROOT
Polpette di zucchine,8,2,nero,ADJ,amod
Polpette di zucchine,8,3,q.b,SYM,fixed
Polpette di zucchine,8,4,.,PUNCT,punct
Polpette di zucchine,9,1,Semola,NOUN,ROOT
Polpette di zucchine,9,2,di,ADP,case
Polpette di zucchine,9,3,grano,NOUN,nmod
Polpette di zucchine,9,4,duro,ADJ,amod
Polpette di zucchine,9,5,rimacinata,ADJ,amod
Polpette di zucchine,9,6,q.b,PROPN,nmod
Polpette di zucchine,9,7,.,PUNCT,punct
Polpette di zucchine,10,1,Olio,NOUN,ROOT
Polpette di zucchine,10,2,di,ADP,case
Polpette di zucchine,10,3,semi,NOUN,nmod
Polpette di zucchine,10,4,di,ADP,case
Polpette di zucchine,10,5,arachide,ADJ,nmod
Polpette di zucchine,10,6,q.b,NOUN,nmod
Polpette di zucchine,10,7,.,PUNCT,punct
Polpette di zucchine,11,1,Fiocchi,NOUN,ROOT
Polpette di zucchine,11,2,di,ADP,case
Polpette di zucchine,11,3,sale,NOUN,nmod
Polpette di zucchine,11,4,q.b,NOUN,nmod
Polpette di zucchine,11,5,.,PUNCT,punct
Crostata alla frutta,1,1,Farina,PROPN,ROOT
Crostata alla frutta,1,2,00,NUM,flat:name
Crostata alla frutta,1,3,250,NUM,flat:name
Crostata alla frutta,1,4,g,NUM,punct
Crostata alla frutta,2,1,Burro,PROPN,ROOT
Crostata alla frutta,2,2,freddo,ADJ,amod
Crostata alla frutta,2,3, ,SPACE,dep
Crostata alla frutta,2,4,150,NUM,nummod
Crostata alla frutta,2,5,g,CCONJ,punct
Crostata alla frutta,3,1,Zucchero,NOUN,ROOT
Crostata alla frutta,3,2,a,ADP,case
Crostata alla frutta,3,3,velo,VERB,advmod
Crostata alla frutta,3,4,100,NUM,obj
Crostata alla frutta,3,5,g,CCONJ,nummod
Crostata alla frutta,4,1,Tuorli,VERB,ROOT
Crostata alla frutta,4,2,2,NUM,nummod
Crostata alla frutta,5,1,Baccello,NOUN,ROOT
Crostata alla frutta,5,2,di,ADP,case
Crostata alla frutta,5,3,vaniglia,NOUN,nmod
Crostata alla frutta,5,4,1,NUM,nummod
Crostata alla frutta,6,1,Latte,NOUN,ROOT
Crostata alla frutta,6,2,intero,ADJ,amod
Crostata alla frutta,6,3,500,NUM,amod
Crostata alla frutta,6,4,g,DET,punct
Crostata alla frutta,7,1,Zucchero,NOUN,ROOT
Crostata alla frutta,7,2,120,NUM,nummod
Crostata alla frutta,7,3,g,CCONJ,punct
Crostata alla frutta,8,1,Tuorli,VERB,ROOT
Crostata alla frutta,8,2,4,NUM,nummod
Crostata alla frutta,9,1,Amido,NOUN,ROOT
Crostata alla frutta,9,2,di,ADP,case
Crostata alla frutta,9,3,mais,NOUN,nmod
Crostata alla frutta,9,4,(,PUNCT,punct
Crostata alla frutta,9,5,maizena,PROPN,amod
Crostata alla frutta,9,6,),PUNCT,punct
Crostata alla frutta,9,7,40,NUM,nummod
Crostata alla frutta,9,8,g,X,punct
Crostata alla frutta,10,1,Farina,PROPN,ROOT
Crostata alla frutta,10,2,00,NUM,flat:name
Crostata alla frutta,10,3,20,NUM,flat:name
Crostata alla frutta,10,4,g,CCONJ,punct
Crostata alla frutta,11,1,Scorza,NOUN,ROOT
Crostata alla frutta,11,2,di,ADP,case
Crostata alla frutta,11,3,limone,NOUN,nmod
Crostata alla frutta,11,4,½,NOUN,nmod
Crostata alla frutta,12,1,Fragole,ADJ,ROOT
Crostata alla frutta,12,2,250,NUM,nummod
Crostata alla frutta,12,3,g,NUM,flat:name
Crostata alla frutta,13,1,Kiwi,PROPN,ROOT
Crostata alla frutta,13,2,2,NUM,nummod
Crostata alla frutta,14,1,Ananas,NOUN,ROOT
Crostata alla frutta,14,2,4,NUM,nummod
Crostata alla frutta,14,3,fette,NOUN,nmod
Crostata alla frutta,15,1,Mirtilli,PROPN,ROOT
Crostata alla frutta,15,2,20,NUM,nummod
Crostata alla frutta,15,3,g,CCONJ,punct
Crostata alla frutta,16,1,Lamponi,PROPN,ROOT
Crostata alla frutta,16,2,20,NUM,nummod
Crostata alla frutta,16,3,g,CCONJ,ROOT
Crostata alla frutta,17,1,More,PROPN,ROOT
Crostata alla frutta,17,2,20,NUM,nummod
Crostata alla frutta,17,3,g,CCONJ,punct
Crostata alla frutta,18,1,Menta,PROPN,det
Crostata alla frutta,18,2,q.b,NOUN,ROOT
Crostata alla frutta,18,3,.,PUNCT,punct
Caponata,1,1,Melanzane,NOUN,ROOT
Caponata,1,2,1,NUM,nummod
Caponata,1,3,kg,NOUN,nmod
Caponata,2,1,Sedano,VERB,ROOT
Caponata,2,2,400,NUM,nummod
Caponata,2,3,g,NUM,punct
Caponata,3,1,Cipolle,NOUN,ROOT
Caponata,3,2,bianche,ADJ,amod
Caponata,3,3,250,NUM,nummod
Caponata,3,4,g,CCONJ,punct
Caponata,4,1,Pomodori,NOUN,ROOT
Caponata,4,2,ramati,ADJ,amod
Caponata,4,3,200,NUM,nummod
Caponata,4,4,g,CCONJ,punct
Caponata,5,1,Olive,NOUN,ROOT
Caponata,5,2,verdi,ADJ,amod
Caponata,5,3,in,ADP,case
Caponata,5,4,salamoia,NOUN,nmod
Caponata,5,5,da,ADP,mark
Caponata,5,6,denocciolare,VERB,acl
Caponata,5,7,200,NUM,obj
Caponata,5,8,g,X,punct
Caponata,6,1,Capperi,NOUN,ROOT
Caponata,6,2,sotto,ADP,case
Caponata,6,3,sale,NOUN,nmod
Caponata,6,4,dissalati,VERB,acl
Caponata,6,5,50,NUM,nummod
Caponata,6,6,g,CCONJ,punct
Caponata,7,1,Pinoli,PROPN,ROOT
Caponata,7,2,50,NUM,nummod
Caponata,7,3,g,CCONJ,punct
Caponata,8,1,Zucchero,NOUN,ROOT
Caponata,8,2,60,NUM,nummod
Caponata,8,3,g,X,punct
Caponata,9,1,Aceto,NOUN,ROOT
Caponata,9,2,di,ADP,case
Caponata,9,3,vino,NOUN,nmod
Caponata,9,4,bianco,ADJ,amod
Caponata,9,5,60,NUM,nummod
Caponata,9,6,g,X,punct
Caponata,10,1,Basilico,PROPN,ROOT
Caponata,10,2,q.b,PROPN,flat:name
Caponata,10,3,.,PUNCT,punct
Caponata,11,1,Concentrato,NOUN,ROOT
Caponata,11,2,di,ADP,case
Caponata,11,3,pomodoro,NOUN,nmod
Caponata,11,4,40,NUM,nummod
Caponata,11,5,g,X,punct
Caponata,12,1,Olio,PROPN,ROOT
Caponata,12,2,extravergine,ADJ,amod
Caponata,12,3,d',ADP,case
Caponata,12,4,oliva,NOUN,nmod
Caponata,12,5,q.b,PROPN,flat:foreign
Caponata,12,6,.,PUNCT,punct
Caponata,13,1,Sale,VERB,ROOT
Caponata,13,2,fino,ADP,case
Caponata,13,3,q.b,NOUN,nmod
Caponata,13,4,.,PUNCT,punct
Caponata,14,1,Olio,PROPN,ROOT
Caponata,14,2,extravergine,ADJ,amod
Caponata,14,3,d',ADP,case
Caponata,14,4,oliva,NOUN,nmod
Caponata,14,5,q.b,PROPN,flat:foreign
Caponata,14,6,.,PUNCT,punct
Pan di Spagna,1,1,Uova,NOUN,ROOT
Pan di Spagna,1,2,medie,ADJ,amod
Pan di Spagna,1,3,",",PUNCT,punct
Pan di Spagna,1,4,a,ADP,case
Pan di Spagna,1,5,temperatura,NOUN,nmod
Pan di Spagna,1,6,ambiente,NOUN,compound
Pan di Spagna,1,7,5,NUM,nummod
Pan di Spagna,2,1,Zucchero,NOUN,ROOT
Pan di Spagna,2,2,150,NUM,nummod
Pan di Spagna,2,3,g,CCONJ,punct
Pan di Spagna,3,1,Farina,PROPN,ROOT
Pan di Spagna,3,2,00,NUM,flat:name
Pan di Spagna,3,3,per,ADP,case
Pan di Spagna,3,4,dolci,NOUN,nmod
Pan di Spagna,3,5,75,NUM,nummod
Pan di Spagna,3,6,g,CCONJ,punct
Pan di Spagna,4,1,Fecola,NOUN,ROOT
Pan di Spagna,4,2,di,ADP,case
Pan di Spagna,4,3,patate,NOUN,nmod
Pan di Spagna,4,4,75,NUM,nummod
Pan di Spagna,4,5,g,CCONJ,punct
Pan di Spagna,5,1,Baccello,NOUN,ROOT
Pan di Spagna,5,2,di,ADP,case
Pan di Spagna,5,3,vaniglia,NOUN,nmod
Pan di Spagna,5,4,1,NUM,nummod
Pan di Spagna,6,1,Sale,VERB,ROOT
Pan di Spagna,6,2,fino,ADP,case
Pan di Spagna,6,3,1,NUM,nummod
Pan di Spagna,6,4,pizzico,NOUN,amod
Pan di Spagna,7,1,Burro,PROPN,ROOT
Pan di Spagna,7,2,q.b,NOUN,flat:name
Pan di Spagna,7,3,.,PUNCT,punct
Pan di Spagna,8,1,Farina,PROPN,ROOT
Pan di Spagna,8,2,00,NUM,flat:name
Pan di Spagna,8,3,per,ADP,case
Pan di Spagna,8,4,dolci,NOUN,nmod
Pan di Spagna,8,5, ,SPACE,dep
Pan di Spagna,8,6,q.b,NOUN,compound
Pan di Spagna,8,7,.,PUNCT,punct
Torta 7 vasetti,1,1,Yogurt,PROPN,ROOT
Torta 7 vasetti,1,2,bianco,ADJ,amod
Torta 7 vasetti,1,3,naturale,ADJ,amod
Torta 7 vasetti,1,4,(,PUNCT,punct
Torta 7 vasetti,1,5,125,NUM,nummod
Torta 7 vasetti,1,6,ml,NOUN,nmod
Torta 7 vasetti,1,7,),PUNCT,punct
Torta 7 vasetti,1,8,a,ADP,case
Torta 7 vasetti,1,9,temperatura,NOUN,nmod
Torta 7 vasetti,1,10,ambiente,NOUN,compound
Torta 7 vasetti,1,11,1,NUM,nummod
Torta 7 vasetti,1,12,vasetto,NOUN,ROOT
Torta 7 vasetti,2,1,Zucchero,NOUN,ROOT
Torta 7 vasetti,2,2,2,NUM,nummod
Torta 7 vasetti,2,3,vasetti,ADV,nummod
Torta 7 vasetti,3,1,Farina,PROPN,ROOT
Torta 7 vasetti,3,2,00,NUM,flat:name
Torta 7 vasetti,3,3,2,NUM,nummod
Torta 7 vasetti,3,4,vasetti,NUM,ROOT
Torta 7 vasetti,4,1,Fecola,NOUN,ROOT
Torta 7 vasetti,4,2,di,ADP,case
Torta 7 vasetti,4,3,patate,NOUN,nmod
Torta 7 vasetti,4,4,1,NUM,nummod
Torta 7 vasetti,4,5,vasetto,NOUN,nmod
Torta 7 vasetti,5,1,Olio,NOUN,ROOT
Torta 7 vasetti,5,2,di,ADP,case
Torta 7 vasetti,5,3,semi,NOUN,nmod
Torta 7 vasetti,5,4,1,NUM,punct
Torta 7 vasetti,5,5,vasetto,NOUN,punct
Torta 7 vasetti,6,1,Lievito,VERB,ROOT
Torta 7 vasetti,6,2,in,ADP,case
Torta 7 vasetti,6,3,polvere,NOUN,obl
Torta 7 vasetti,6,4,per,ADP,case
Torta 7 vasetti,6,5,dolci,NOUN,obl
Torta 7 vasetti,6,6,16,NUM,nummod
Torta 7 vasetti,6,7,g,CCONJ,fixed
Torta 7 vasetti,7,1,Uova,NOUN,ROOT
Torta 7 vasetti,7,2,medie,ADJ,amod
Torta 7 vasetti,7,3,a,ADP,case
Torta 7 vasetti,7,4,temperatura,NOUN,nmod
Torta 7 vasetti,7,5,ambiente,NOUN,compound
Torta 7 vasetti,7,6,3,NUM,nummod
Filetto al pepe verde,1,1,Filetto,NOUN,ROOT
Filetto al pepe verde,1,2,di,ADP,case
Filetto al pepe verde,1,3,manzo,NOUN,nmod
Filetto al pepe verde,1,4,intero,ADJ,amod
Filetto al pepe verde,1,5,800,NUM,nummod
Filetto al pepe verde,1,6,g,X,punct
Filetto al pepe verde,2,1,Pepe,NOUN,ROOT
Filetto al pepe verde,2,2,verde,ADJ,amod
Filetto al pepe verde,2,3,in,ADP,case
Filetto al pepe verde,2,4,grani,NOUN,nmod
Filetto al pepe verde,2,5,in,ADP,case
Filetto al pepe verde,2,6,salamoia,NOUN,nmod
Filetto al pepe verde,2,7,30,NUM,nummod
Filetto al pepe verde,2,8,g,NOUN,acl
Filetto al pepe verde,3,1,Panna,PROPN,ROOT
Filetto al pepe verde,3,2,fresca,ADJ,amod
Filetto al pepe verde,3,3,liquida,NOUN,nmod
Filetto al pepe verde,3,4,100,NUM,nummod
Filetto al pepe verde,3,5,g,CCONJ,punct
Filetto al pepe verde,4,1,Senape,NOUN,ROOT
