recipe_title,ingredient_number,seq,token_name,pos,dep
Chiffon cake,9,4,g,NUM,flat:name
Chiffon cake,10,1,Sale,VERB,ROOT
Chiffon cake,10,2,fino,ADP,case
Chiffon cake,10,3,2,NUM,nummod
Chiffon cake,10,4,g,CCONJ,nmod
Chiffon cake,11,1,Zucchero,NOUN,ROOT
Chiffon cake,11,2,a,ADP,case
Chiffon cake,11,3,velo,NOUN,advmod
Chiffon cake,11,4,q.b,NOUN,obj
Chiffon cake,11,5,.,PUNCT,punct
Risotto ai funghi,1,1,Riso,NOUN,ROOT
Risotto ai funghi,1,2,Carnaroli,PROPN,flat:name
Risotto ai funghi,1,3,320,NUM,nummod
Risotto ai funghi,1,4,g,CCONJ,ROOT
Risotto ai funghi,2,1,Funghi,NOUN,ROOT
Risotto ai funghi,2,2,porcini,NOUN,amod
Risotto ai funghi,2,3,180,NUM,nummod
Risotto ai funghi,2,4,g,CCONJ,punct
Risotto ai funghi,3,1,Funghi,NOUN,nsubj
Risotto ai funghi,3,2,finferli,VERB,ROOT
Risotto ai funghi,3,3,(,PUNCT,punct
Risotto ai funghi,3,4,gallinacci,NOUN,appos
Risotto ai funghi,3,5,),PUNCT,punct
Risotto ai funghi,3,6,100,NUM,nummod
Risotto ai funghi,3,7,g,CCONJ,dep
Risotto ai funghi,4,1,Funghi,NOUN,nsubj
Risotto ai funghi,4,2,champignon,VERB,ROOT
Risotto ai funghi,4,3,100,NUM,obj
Risotto ai funghi,4,4,g,CCONJ,punct
Risotto ai funghi,5,1,Funghi,NOUN,ROOT
Risotto ai funghi,5,2,portobello,ADJ,amod
Risotto ai funghi,5,3,100,NUM,nummod
Risotto ai funghi,5,4,g,CCONJ,punct
Risotto ai funghi,6,1,Cipolle,NOUN,ROOT
Risotto ai funghi,6,2,bianche,ADJ,amod
Risotto ai funghi,6,3,50,NUM,nummod
Risotto ai funghi,6,4,g,CCONJ,punct
Risotto ai funghi,7,1,Aglio,NOUN,ROOT
Risotto ai funghi,7,2,1,NUM,nummod
Risotto ai funghi,7,3,spicchio,NOUN,ROOT
Risotto ai funghi,8,1,Brodo,NOUN,ROOT
Risotto ai funghi,8,2,vegetale,ADJ,amod
Risotto ai funghi,8,3,q.b,NOUN,nmod
Risotto ai funghi,8,4,.,PUNCT,punct
Risotto ai funghi,9,1,Olio,PROPN,ROOT
Risotto ai funghi,9,2,extravergine,ADJ,amod
Risotto ai funghi,9,3,d',ADP,case
Risotto ai funghi,9,4,oliva,NOUN,nmod
Risotto ai funghi,9,5,q.b,PROPN,flat:foreign
Risotto ai funghi,9,6,.,PUNCT,punct
Risotto ai funghi,10,1,Sale,VERB,ROOT
Risotto ai funghi,10,2,fino,ADP,case
Risotto ai funghi,10,3,q.b,NOUN,nmod
Risotto ai funghi,10,4,.,PUNCT,punct
Risotto ai funghi,11,1,Pepe,NOUN,ROOT
Risotto ai funghi,11,2,nero,ADJ,amod
Risotto ai funghi,11,3,q.b,SYM,fixed
Risotto ai funghi,11,4,.,PUNCT,punct
Risotto ai funghi,12,1,Grana,PROPN,ROOT
Risotto ai funghi,12,2,Padano,PROPN,amod
Risotto ai funghi,12,3,DOP,PROPN,flat:name
Risotto ai funghi,12,4,(,PUNCT,punct
Risotto ai funghi,12,5,da,ADP,mark
Risotto ai funghi,12,6,grattugiare,VERB,acl
Risotto ai funghi,12,7,),PUNCT,punct
Risotto ai funghi,12,8,60,NUM,nummod
Risotto ai funghi,12,9,g,X,acl
Risotto ai funghi,13,1,Burro,PROPN,ROOT
Risotto ai funghi,13,2,freddo,ADJ,amod
Risotto ai funghi,13,3,60,NUM,nummod
Risotto ai funghi,13,4,g,X,punct
Quiche di zucchine,1,1,Farina,PROPN,ROOT
Quiche di zucchine,1,2,00,NUM,flat:name
Quiche di zucchine,1,3,200,NUM,nummod
Quiche di zucchine,1,4,g,X,punct
Quiche di zucchine,2,1,Burro,PROPN,ROOT
Quiche di zucchine,2,2,100,NUM,nummod
Quiche di zucchine,2,3,g,CCONJ,punct
Quiche di zucchine,3,1,Acqua,PROPN,ROOT
Quiche di zucchine,3,2,(,PUNCT,punct
Quiche di zucchine,3,3,ghiacciata,ADJ,acl
Quiche di zucchine,3,4,),PUNCT,punct
Quiche di zucchine,3,5,50,NUM,nummod
Quiche di zucchine,3,6,g,CCONJ,punct
Quiche di zucchine,4,1,Sale,VERB,ROOT
Quiche di zucchine,4,2,fino,ADP,case
Quiche di zucchine,4,3,1,NUM,nummod
Quiche di zucchine,4,4,pizzico,NOUN,amod
Quiche di zucchine,5,1,Zucchine,PROPN,ROOT
Quiche di zucchine,5,2,500,NUM,amod
Quiche di zucchine,5,3,g,DET,punct
Quiche di zucchine,6,1,Porri,PROPN,ROOT
Quiche di zucchine,6,2,1,NUM,flat:name
Quiche di zucchine,7,1,Sottilette,PROPN,ROOT
Quiche di zucchine,7,2,®,NOUN,flat:name
Quiche di zucchine,7,3,4,NUM,nummod
Quiche di zucchine,7,4,fette,NOUN,flat:name
Quiche di zucchine,8,1,Panna,PROPN,ROOT
Quiche di zucchine,8,2,fresca,ADJ,amod
Quiche di zucchine,8,3,liquida,NOUN,nmod
Quiche di zucchine,8,4,150,NUM,nummod
Quiche di zucchine,8,5,g,CCONJ,punct
Quiche di zucchine,9,1,Formaggio,PROPN,ROOT
Quiche di zucchine,9,2,da,ADP,mark
Quiche di zucchine,9,3,grattugiare,VERB,acl
Quiche di zucchine,9,4,100,NUM,obj
Quiche di zucchine,9,5,g,CCONJ,punct
Quiche di zucchine,10,1,Uova,NOUN,ROOT
Quiche di zucchine,10,2,medie,ADJ,amod
Quiche di zucchine,10,3,3,NUM,nummod
Quiche di zucchine,11,1,Olio,PROPN,ROOT
Quiche di zucchine,11,2,extravergine,ADJ,amod
Quiche di zucchine,11,3,d',ADP,case
Quiche di zucchine,11,4,oliva,NOUN,nmod
Quiche di zucchine,11,5,30,NUM,nummod
Quiche di zucchine,11,6,g,NOUN,punct
Quiche di zucchine,12,1,Noce,NOUN,ROOT
Quiche di zucchine,12,2,moscata,VERB,acl
Quiche di zucchine,12,3,da,ADP,mark
Quiche di zucchine,12,4,grattugiare,VERB,xcomp
Quiche di zucchine,12,5, ,SPACE,dep
Quiche di zucchine,12,6,q.b,NOUN,obj
Quiche di zucchine,12,7,.,PUNCT,punct
Quiche di zucchine,13,1,Prezzemolo,PROPN,ROOT
Quiche di zucchine,13,2,q.b,PROPN,flat:name
Quiche di zucchine,13,3,.,PUNCT,punct
Quiche di zucchine,14,1,Sale,VERB,ROOT
Quiche di zucchine,14,2,fino,ADP,case
Quiche di zucchine,14,3,q.b,NOUN,nmod
Quiche di zucchine,14,4,.,PUNCT,punct
Pasta e lenticchie,1,1,Ditaloni,PROPN,ROOT
Pasta e lenticchie,1,2,Rigati,NOUN,flat:name
Pasta e lenticchie,1,3,350,NUM,nummod
Pasta e lenticchie,1,4,g,DET,punct
Pasta e lenticchie,2,1,Lenticchie,PROPN,ROOT
Pasta e lenticchie,2,2,200,NUM,nummod
Pasta e lenticchie,2,3,g,X,punct
Pasta e lenticchie,3,1,Pancetta,VERB,ROOT
Pasta e lenticchie,3,2,affumicata,VERB,acl
Pasta e lenticchie,3,3,80,NUM,nummod
Pasta e lenticchie,3,4,g,CCONJ,dep
Pasta e lenticchie,4,1,Passata,NOUN,ROOT
Pasta e lenticchie,4,2,di,ADP,case
Pasta e lenticchie,4,3,pomodoro,NOUN,nmod
Pasta e lenticchie,4,4,100,NUM,nummod
Pasta e lenticchie,4,5,g,CCONJ,punct
Pasta e lenticchie,5,1,Carote,NOUN,ROOT
Pasta e lenticchie,5,2,80,NUM,nummod
Pasta e lenticchie,5,3,g,CCONJ,punct
Pasta e lenticchie,6,1,Cipolle,PROPN,ROOT
Pasta e lenticchie,6,2,80,NUM,nummod
Pasta e lenticchie,6,3,g,CCONJ,nmod
Pasta e lenticchie,7,1,Sedano,VERB,ROOT
Pasta e lenticchie,7,2,60,NUM,nummod
Pasta e lenticchie,7,3,g,X,punct
Pasta e lenticchie,8,1,Brodo,NOUN,ROOT
Pasta e lenticchie,8,2,vegetale,ADJ,amod
Pasta e lenticchie,8,3,1,NUM,nummod
Pasta e lenticchie,8,4,l,DET,punct
Pasta e lenticchie,9,1,Aglio,NOUN,ROOT
Pasta e lenticchie,9,2,1,NUM,nummod
Pasta e lenticchie,9,3,spicchio,NOUN,ROOT
Pasta e lenticchie,10,1,Rosmarino,PROPN,ROOT
Pasta e lenticchie,10,2,1,NUM,nummod
Pasta e lenticchie,10,3,rametto,NOUN,nmod
Pasta e lenticchie,11,1,Timo,VERB,ROOT
Pasta e lenticchie,11,2,1,NUM,flat:name
Pasta e lenticchie,11,3,rametto,NOUN,nmod
Pasta e lenticchie,12,1,Parmigiano,PROPN,ROOT
Pasta e lenticchie,12,2,Reggiano,PROPN,flat:name
Pasta e lenticchie,12,3,DOP,PROPN,flat:name
Pasta e lenticchie,12,4,da,ADP,mark
Pasta e lenticchie,12,5,grattugiare,VERB,ccomp
Pasta e lenticchie,12,6,40,NUM,obj
Pasta e lenticchie,12,7,g,X,punct
Pasta e lenticchie,13,1,Peperoncino,NOUN,nsubj
Pasta e lenticchie,13,2,secco,VERB,ROOT
Pasta e lenticchie,13,3,2,NUM,nummod
Pasta e lenticchie,14,1,Olio,PROPN,ROOT
Pasta e lenticchie,14,2,extravergine,ADJ,amod
Pasta e lenticchie,14,3,d',ADP,case
Pasta e lenticchie,14,4,oliva,NOUN,nmod
Pasta e lenticchie,14,5,30,NUM,nummod
Pasta e lenticchie,14,6,g,NOUN,punct
Pasta e lenticchie,15,1,Sale,VERB,ROOT
Pasta e lenticchie,15,2,fino,ADP,case
Pasta e lenticchie,15,3,q.b,NOUN,nmod
Pasta e lenticchie,15,4,.,PUNCT,punct
Pasta e lenticchie,16,1,Pepe,NOUN,ROOT
Pasta e lenticchie,16,2,nero,ADJ,amod
Pasta e lenticchie,16,3,q.b,SYM,fixed
Pasta e lenticchie,16,4,.,PUNCT,punct
Tagliatelle al ragù bianco,1,1,Tagliatelle,PROPN,ROOT
Tagliatelle al ragù bianco,1,2,all',ADP,case
Tagliatelle al ragù bianco,1,3,uovo,NOUN,obl
Tagliatelle al ragù bianco,1,4,250,NUM,nummod
Tagliatelle al ragù bianco,1,5,g,CCONJ,punct
Tagliatelle al ragù bianco,2,1,Manzo,PROPN,ROOT
Tagliatelle al ragù bianco,2,2,tritato,VERB,acl
Tagliatelle al ragù bianco,2,3,250,NUM,nummod
Tagliatelle al ragù bianco,2,4,g,CCONJ,dep
Tagliatelle al ragù bianco,3,1,Salsiccia,NOUN,ROOT
Tagliatelle al ragù bianco,3,2,fresca,ADJ,amod
Tagliatelle al ragù bianco,3,3,150,NUM,nummod
Tagliatelle al ragù bianco,3,4,g,CCONJ,acl
Tagliatelle al ragù bianco,4,1,Pancetta,VERB,ROOT
Tagliatelle al ragù bianco,4,2,100,NUM,xcomp
Tagliatelle al ragù bianco,4,3,g,CCONJ,punct
Tagliatelle al ragù bianco,5,1,Sedano,VERB,ROOT
Tagliatelle al ragù bianco,5,2,60,NUM,nummod
Tagliatelle al ragù bianco,5,3,g,X,punct
Tagliatelle al ragù bianco,6,1,Carote,NOUN,ROOT
Tagliatelle al ragù bianco,6,2,60,NUM,nummod
Tagliatelle al ragù bianco,6,3,g,X,punct
Tagliatelle al ragù bianco,7,1,Cipolle,NOUN,ROOT
Tagliatelle al ragù bianco,7,2,dorate,ADJ,amod
Tagliatelle al ragù bianco,7,3,60,NUM,nummod
Tagliatelle al ragù bianco,7,4,g,X,punct
Tagliatelle al ragù bianco,8,1,Aglio,NOUN,ROOT
Tagliatelle al ragù bianco,8,2,1,NUM,nummod
Tagliatelle al ragù bianco,8,3,spicchio,NOUN,ROOT
Tagliatelle al ragù bianco,9,1,Vino,NOUN,ROOT
Tagliatelle al ragù bianco,9,2,bianco,ADJ,amod
Tagliatelle al ragù bianco,9,3,60,NUM,nummod
Tagliatelle al ragù bianco,9,4,g,X,punct
Tagliatelle al ragù bianco,10,1,Olio,PROPN,ROOT
Tagliatelle al ragù bianco,10,2,extravergine,ADJ,amod
Tagliatelle al ragù bianco,10,3,d',ADP,case
Tagliatelle al ragù bianco,10,4,oliva,NOUN,nmod
Tagliatelle al ragù bianco,10,5,50,NUM,nummod
Tagliatelle al ragù bianco,10,6,g,CCONJ,punct
Tagliatelle al ragù bianco,11,1,Rosmarino,PROPN,ROOT
Tagliatelle al ragù bianco,11,2,1,NUM,nummod
Tagliatelle al ragù bianco,11,3,rametto,NOUN,nmod
Tagliatelle al ragù bianco,12,1,Salvia,PROPN,ROOT
Tagliatelle al ragù bianco,12,2,3,NUM,nummod
Tagliatelle al ragù bianco,12,3,foglie,NOUN,nmod
Tagliatelle al ragù bianco,13,1,Alloro,PROPN,ROOT
Tagliatelle al ragù bianco,13,2,2,NUM,nummod
Tagliatelle al ragù bianco,13,3,foglie,NOUN,nmod
Tagliatelle al ragù bianco,14,1,Pepe,NOUN,ROOT
Tagliatelle al ragù bianco,14,2,nero,ADJ,amod
Tagliatelle al ragù bianco,14,3,q.b,SYM,fixed
Tagliatelle al ragù bianco,14,4,.,PUNCT,punct
Tagliatelle al ragù bianco,15,1,Sale,VERB,ROOT
Tagliatelle al ragù bianco,15,2,fino,ADP,case
Tagliatelle al ragù bianco,15,3,q.b,NOUN,nmod
Tagliatelle al ragù bianco,15,4,.,PUNCT,punct
Tagliatelle al ragù bianco,16,1,Acqua,PROPN,ROOT
Tagliatelle al ragù bianco,16,2,q.b,SYM,nummod
Tagliatelle al ragù bianco,16,3,.,PUNCT,punct
Panini al latte,1,1,Farina,PROPN,ROOT
Panini al latte,1,2,Manitoba,PROPN,flat:name
Panini al latte,1,3,150,NUM,flat:name
Panini al latte,1,4,g,CCONJ,punct
Panini al latte,2,1,Farina,PROPN,ROOT
Panini al latte,2,2,00,NUM,flat:name
Panini al latte,2,3,350,NUM,flat
Panini al latte,2,4,g,CCONJ,ROOT
Panini al latte,3,1,Lievito,VERB,ROOT
Panini al latte,3,2,di,ADP,case
Panini al latte,3,3,birra,NOUN,nmod
Panini al latte,3,4,fresco,ADJ,amod
Panini al latte,3,5,7,NUM,nummod
Panini al latte,3,6,g,NUM,fixed
Panini al latte,4,1,Latte,NOUN,ROOT
Panini al latte,4,2,intero,ADJ,amod
Panini al latte,4,3,a,ADP,case
Panini al latte,4,4,temperatura,NOUN,nmod
Panini al latte,4,5,ambiente,NOUN,compound
Panini al latte,4,6,300,NUM,nummod
Panini al latte,4,7,g,CCONJ,acl
Panini al latte,5,1,Burro,PROPN,ROOT
Panini al latte,5,2,50,NUM,flat:name
Panini al latte,5,3,g,CCONJ,punct
Panini al latte,6,1,Zucchero,NOUN,ROOT
Panini al latte,6,2,60,NUM,nummod
Panini al latte,6,3,g,X,punct
Panini al latte,7,1,Sale,VERB,ROOT
Panini al latte,7,2,fino,ADP,case
Panini al latte,7,3,7,NUM,nummod
Panini al latte,7,4,g,NUM,dep
Panini al latte,8,1,Uova,NOUN,ROOT
Panini al latte,8,2,1,NUM,nummod
Panini al latte,9,1,Latte,NOUN,ROOT
Panini al latte,9,2,intero,ADJ,amod
Panini al latte,9,3,20,NUM,nmod
Panini al latte,9,4,g,CCONJ,acl
Polpette di tonno e ricotta,1,1,Tonno,PROPN,ROOT
Polpette di tonno e ricotta,1,2,sott',ADP,case
Polpette di tonno e ricotta,1,3,olio,NOUN,obl
Polpette di tonno e ricotta,1,4,(,PUNCT,punct
Polpette di tonno e ricotta,1,5,peso,NOUN,nmod
Polpette di tonno e ricotta,1,6,sgocciolato,ADJ,amod
Polpette di tonno e ricotta,1,7,),PUNCT,punct
Polpette di tonno e ricotta,1,8,230,NUM,nummod
Polpette di tonno e ricotta,1,9,g,CCONJ,punct
Polpette di tonno e ricotta,2,1,Ricotta,PROPN,nsubj
Polpette di tonno e ricotta,2,2,vaccina,VERB,ROOT
Polpette di tonno e ricotta,2,3,200,NUM,nummod
Polpette di tonno e ricotta,2,4,g,X,dep
Polpette di tonno e ricotta,3,1,Acciughe,NOUN,ROOT
Polpette di tonno e ricotta,3,2,sott',ADP,case
Polpette di tonno e ricotta,3,3,olio,NOUN,obl
Polpette di tonno e ricotta,3,4,20,NUM,nummod
Polpette di tonno e ricotta,3,5,g,CCONJ,punct
Polpette di tonno e ricotta,4,1,Capperi,NOUN,ROOT
Polpette di tonno e ricotta,4,2,sotto,ADP,case
Polpette di tonno e ricotta,4,3,sale,NOUN,nmod
Polpette di tonno e ricotta,4,4,20,NUM,nummod
Polpette di tonno e ricotta,4,5,g,CCONJ,punct
Polpette di tonno e ricotta,5,1,Parmigiano,PROPN,ROOT
Polpette di tonno e ricotta,5,2,Reggiano,PROPN,flat:name
Polpette di tonno e ricotta,5,3,DOP,PROPN,flat:name
Polpette di tonno e ricotta,5,4,(,PUNCT,punct
Polpette di tonno e ricotta,5,5,da,ADP,mark
Polpette di tonno e ricotta,5,6,grattugiare,VERB,xcomp
Polpette di tonno e ricotta,5,7,),PUNCT,punct
Polpette di tonno e ricotta,5,8,50,NUM,nummod
Polpette di tonno e ricotta,5,9,g,CCONJ,conj
Polpette di tonno e ricotta,6,1,Pangrattato,VERB,ROOT
Polpette di tonno e ricotta,6,2,50,NUM,nummod
Polpette di tonno e ricotta,6,3,g,CCONJ,punct
Polpette di tonno e ricotta,7,1,Uova,NOUN,ROOT
Polpette di tonno e ricotta,7,2,medie,ADJ,amod
Polpette di tonno e ricotta,7,3, ,SPACE,dep
Polpette di tonno e ricotta,7,4,2,NUM,ROOT
Polpette di tonno e ricotta,8,1,Prezzemolo,PROPN,ROOT
Polpette di tonno e ricotta,8,2,(,PUNCT,punct
Polpette di tonno e ricotta,8,3,da,ADP,mark
Polpette di tonno e ricotta,8,4,tritare,VERB,acl
Polpette di tonno e ricotta,8,5,),PUNCT,punct
Polpette di tonno e ricotta,8,6,8,NUM,nummod
Polpette di tonno e ricotta,8,7,g,NOUN,conj
Polpette di tonno e ricotta,9,1,Sale,VERB,ROOT
Polpette di tonno e ricotta,9,2,fino,ADP,case
Polpette di tonno e ricotta,9,3,q.b,NOUN,nmod
Polpette di tonno e ricotta,9,4,.,PUNCT,punct
Polpette di tonno e ricotta,10,1,Pepe,NOUN,ROOT
Polpette di tonno e ricotta,10,2,nero,ADJ,amod
Polpette di tonno e ricotta,10,3,q.b,SYM,fixed
Polpette di tonno e ricotta,10,4,.,PUNCT,punct
Polpette di tonno e ricotta,11,1,Pangrattato,VERB,ROOT
Polpette di tonno e ricotta,11,2,40,NUM,nummod
Polpette di tonno e ricotta,11,3,g,X,punct
Polpette di tonno e ricotta,12,1,Olio,NOUN,ROOT
Polpette di tonno e ricotta,12,2,di,ADP,case
Polpette di tonno e ricotta,12,3,semi,NOUN,nmod
Polpette di tonno e ricotta,12,4,di,ADP,case
Polpette di tonno e ricotta,12,5,arachide,ADJ,nmod
Polpette di tonno e ricotta,12,6,q.b,NOUN,nmod
Polpette di tonno e ricotta,12,7,.,PUNCT,punct
Spaghetti allo scoglio,1,1,Spaghetti,VERB,ROOT
Spaghetti allo scoglio,1,2,320,NUM,obj
Spaghetti allo scoglio,1,3,g,CCONJ,obl
Spaghetti allo scoglio,2,1,Cozze,NOUN,ROOT
Spaghetti allo scoglio,2,2,1,NUM,nummod
Spaghetti allo scoglio,2,3,kg,NOUN,flat:name
Spaghetti allo scoglio,3,1,Vongole,PROPN,ROOT
Spaghetti allo scoglio,3,2,1,NUM,nummod
Spaghetti allo scoglio,3,3,kg,NOUN,flat:name
Spaghetti allo scoglio,4,1,Calamari,PROPN,ROOT
Spaghetti allo scoglio,4,2,300,NUM,flat:name
Spaghetti allo scoglio,4,3,g,NOUN,punct
Spaghetti allo scoglio,5,1,Scampi,NOUN,ROOT
Spaghetti allo scoglio,5,2,8,NUM,nummod
Spaghetti allo scoglio,6,1,Pomodorini,PROPN,ROOT
Spaghetti allo scoglio,6,2,ciliegino,PROPN,flat:name
Spaghetti allo scoglio,6,3,300,NUM,flat:name
Spaghetti allo scoglio,6,4,g,PROPN,nmod
Spaghetti allo scoglio,7,1,Olio,PROPN,ROOT
Spaghetti allo scoglio,7,2,extravergine,ADJ,amod
Spaghetti allo scoglio,7,3,d',ADP,case
Spaghetti allo scoglio,7,4,oliva,NOUN,nmod
Spaghetti allo scoglio,7,5,4,NUM,nummod
Spaghetti allo scoglio,7,6,cucchiai,NOUN,nmod
Spaghetti allo scoglio,8,1,Aglio,NOUN,ROOT
Spaghetti allo scoglio,8,2,1,NUM,nummod
Spaghetti allo scoglio,8,3,spicchio,NOUN,ROOT
Spaghetti allo scoglio,9,1,Prezzemolo,PROPN,ROOT
Spaghetti allo scoglio,9,2,1,NUM,nummod
Spaghetti allo scoglio,9,3,ciuffo,NOUN,nmod
Spaghetti allo scoglio,10,1,Vino,NOUN,ROOT
Spaghetti allo scoglio,10,2,bianco,ADJ,amod
Spaghetti allo scoglio,10,3,40,NUM,nummod
Spaghetti allo scoglio,10,4,g,X,punct
Spaghetti allo scoglio,11,1,Sale,VERB,ROOT
Spaghetti allo scoglio,11,2,fino,ADP,case
Spaghetti allo scoglio,11,3,q.b,NOUN,nmod
Spaghetti allo scoglio,11,4,.,PUNCT,punct
Spaghetti allo scoglio,12,1,Pepe,NOUN,ROOT
Spaghetti allo scoglio,12,2,nero,ADJ,amod
Spaghetti allo scoglio,12,3,q.b,SYM,fixed
Spaghetti allo scoglio,12,4,.,PUNCT,punct
Caprese al limone,1,1,Farina,PROPN,ROOT
Caprese al limone,1,2,di,ADP,mark
Caprese al limone,1,3,mandorle,VERB,ROOT
Caprese al limone,1,4,170,NUM,obj
Caprese al limone,1,5,g,NUM,advmod
Caprese al limone,2,1,Cioccolato,NOUN,ROOT
Caprese al limone,2,2,bianco,ADJ,amod
Caprese al limone,2,3,100,NUM,nummod
Caprese al limone,2,4,g,CCONJ,punct
Caprese al limone,3,1,Scorza,NOUN,ROOT
Caprese al limone,3,2,di,ADP,case
Caprese al limone,3,3,limone,NOUN,nmod
Caprese al limone,3,4,3,NUM,nummod
Caprese al limone,4,1,Burro,PROPN,ROOT
Caprese al limone,4,2,a,ADP,case
Caprese al limone,4,3,temperatura,NOUN,nmod
Caprese al limone,4,4,ambiente,NOUN,compound
Caprese al limone,4,5,100,NUM,nummod
Caprese al limone,4,6,g,CCONJ,punct
Caprese al limone,5,1,Tuorli,VERB,ROOT
Caprese al limone,5,2,a,ADP,case
Caprese al limone,5,3,temperatura,NOUN,obl
Caprese al limone,5,4,ambiente,NOUN,compound
Caprese al limone,5,5,80,NUM,nummod
Caprese al limone,5,6,g,CCONJ,punct
Caprese al limone,6,1,Albumi,NOUN,ROOT
Caprese al limone,6,2,a,ADP,case
Caprese al limone,6,3,temperatura,NOUN,nmod
Caprese al limone,6,4,ambiente,NOUN,compound
Caprese al limone,6,5,175,NUM,nummod
Caprese al limone,6,6,g,CCONJ,punct
Caprese al limone,7,1,Zucchero,NOUN,ROOT
Caprese al limone,7,2,a,ADP,case
Caprese al limone,7,3,velo,VERB,advmod
Caprese al limone,7,4,150,NUM,obj
Caprese al limone,7,5,g,CCONJ,dep
Caprese al limone,8,1,Fecola,NOUN,ROOT
Caprese al limone,8,2,di,ADP,case
Caprese al limone,8,3,patate,NOUN,nmod
Caprese al limone,8,4,40,NUM,nummod
Caprese al limone,8,5,g,X,punct
Caprese al limone,9,1,Lievito,VERB,ROOT
Caprese al limone,9,2,in,ADP,case
Caprese al limone,9,3,polvere,NOUN,obl
Caprese al limone,9,4,per,ADP,case
Caprese al limone,9,5,dolci,NOUN,nmod
Caprese al limone,9,6,5,NUM,nummod
Caprese al limone,9,7,g,NUM,dep
Caprese al limone,10,1,Aroma,NOUN,ROOT
Caprese al limone,10,2,al,ADP,case
Caprese al limone,10,3,limone,NOUN,obl
Caprese al limone,10,4,2,NUM,nummod
Caprese al limone,10,5,ml,ADP,punct
Caprese al limone,11,1,Sale,VERB,ROOT
Caprese al limone,11,2,fino,ADP,case
Caprese al limone,11,3,1,NUM,nummod
Caprese al limone,11,4,pizzico,NOUN,amod
Caprese al limone,12,1,Zucchero,NOUN,ROOT
Caprese al limone,12,2,a,ADP,case
Caprese al limone,12,3,velo,NOUN,advmod
Caprese al limone,12,4,q.b,NOUN,obj
Caprese al limone,12,5,.,PUNCT,punct
Parigina,1,1,Farina,PROPN,ROOT
Parigina,1,2,0,NUM,flat:name
Parigina,1,3,500,NUM,flat:name
Parigina,1,4,g,DET,punct
Parigina,2,1,Acqua,NOUN,ROOT
Parigina,2,2,a,ADP,case
Parigina,2,3,temperatura,NOUN,nmod
Parigina,2,4,ambiente,NOUN,compound
Parigina,2,5,310,NUM,nummod
Parigina,2,6,g,CCONJ,punct
Parigina,3,1,Olio,PROPN,ROOT
Parigina,3,2,extravergine,ADJ,amod
Parigina,3,3,d',ADP,case
Parigina,3,4,oliva,NOUN,nmod
Parigina,3,5,25,NUM,nummod
Parigina,3,6,g,X,punct
Parigina,4,1,Sale,VERB,ROOT
Parigina,4,2,fino,ADP,case
Parigina,4,3,10,NUM,nummod
Parigina,4,4,g,X,punct
Parigina,5,1,Lievito,VERB,ROOT
Parigina,5,2,di,ADP,case
Parigina,5,3,birra,NOUN,nmod
Parigina,5,4,fresco,ADJ,amod
Parigina,5,5,6,NUM,nummod
Parigina,5,6,g,NUM,dep
Parigina,6,1,Zucchero,PROPN,ROOT
Parigina,6,2,5,NUM,nummod
Parigina,6,3,g,NUM,punct
Parigina,7,1,Pomodori,NOUN,ROOT
Parigina,7,2,pelati,ADJ,amod
Parigina,7,3,800,NUM,nmod
Parigina,7,4,g,X,nmod
Parigina,8,1,Caciocavallo,NOUN,ROOT
Parigina,8,2,300,NUM,flat:name
Parigina,8,3,g,NOUN,nmod
Parigina,9,1,Prosciutto,NOUN,ROOT
Parigina,9,2,cotto,ADJ,amod
Parigina,9,3,a,ADP,case
Parigina,9,4,fette,NOUN,nmod
Parigina,9,5,150,NUM,nummod
Parigina,9,6,g,CCONJ,dep
Parigina,10,1,Pasta,NOUN,ROOT
Parigina,10,2,Sfoglia,PROPN,flat:name
Parigina,10,3,(,PUNCT,punct
Parigina,10,4,1,NUM,nummod
Parigina,10,5,rotolo,NOUN,compound
Parigina,10,6,rettangolare,VERB,amod
Parigina,10,7,),PUNCT,punct
Parigina,10,8,230,NUM,nummod
Parigina,10,9,g,CCONJ,punct
Parigina,11,1,Panna,PROPN,ROOT
Parigina,11,2,fresca,ADJ,amod
Parigina,11,3,liquida,VERB,nmod
Parigina,11,4,2,NUM,nummod
Parigina,11,5,cucchiai,NOUN,nmod
Parigina,12,1,Tuorli,VERB,ROOT
Parigina,12,2,1,NUM,nummod
Parigina,13,1,Olio,PROPN,ROOT
Parigina,13,2,extravergine,ADJ,amod
Parigina,13,3,d',ADP,case
Parigina,13,4,oliva,NOUN,nmod
Parigina,13,5,q.b,PROPN,flat:foreign
Parigina,13,6,.,PUNCT,punct
Red Velvet Cake,1,1,Burro,PROPN,ROOT
Red Velvet Cake,1,2,a,ADP,case
Red Velvet Cake,1,3,temperatura,NOUN,nmod
Red Velvet Cake,1,4,ambiente,NOUN,compound
Red Velvet Cake,1,5,150,NUM,nummod
Red Velvet Cake,1,6,g,CCONJ,punct
Red Velvet Cake,2,1,Zucchero,NOUN,ROOT
Red Velvet Cake,2,2,375,NUM,nummod
Red Velvet Cake,2,3,g,CCONJ,punct
Red Velvet Cake,3,1,Uova,NOUN,ROOT
Red Velvet Cake,3,2,120,NUM,nummod
Red Velvet Cake,3,3,g,CCONJ,punct
Red Velvet Cake,4,1,Sale,VERB,ROOT
Red Velvet Cake,4,2,fino,ADP,case
Red Velvet Cake,4,3,5,NUM,nummod
